category	ID	term	count	gene	logFC	adj_pval	magma_score
HPO	HP_NARROW_PALPEBRAL_FISSURE	HP_NARROW_PALPEBRAL_FISSURE	45	ENSRNOG00000020372/ENSRNOG00000026649/ENSRNOG00000046660/ENSRNOG00000015133/ENSRNOG00000042536/ENSRNOG00000001886/ENSRNOG00000002276/ENSRNOG00000049221/ENSRNOG00000060528/ENSRNOG00000050090/ENSRNOG00000002914/ENSRNOG00000019584/ENSRNOG00000047880	1.722.106.224	0.04679908	0.010512
GOBP	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	176	ENSRNOG00000020918/ENSRNOG00000059500/ENSRNOG00000018698/ENSRNOG00000032813/ENSRNOG00000001515/ENSRNOG00000010643/ENSRNOG00000024077/ENSRNOG00000013023/ENSRNOG00000005141/ENSRNOG00000007292/ENSRNOG00000004709/ENSRNOG00000003388/ENSRNOG00000023480/ENSRNOG00000029055/ENSRNOG00000048061/ENSRNOG00000020423/ENSRNOG00000038328/ENSRNOG00000004214/ENSRNOG00000015295/ENSRNOG00000006419/ENSRNOG00000005067/ENSRNOG00000033261/ENSRNOG00000007578/ENSRNOG00000004420/ENSRNOG00000003232/ENSRNOG00000013727/ENSRNOG00000003256/ENSRNOG00000003300/ENSRNOG00000060597/ENSRNOG00000008816/ENSRNOG00000004284/ENSRNOG00000017251/ENSRNOG00000033316/ENSRNOG00000058646/ENSRNOG00000007249/ENSRNOG00000009694	-0.30472771	0.003493365	0.010635
HPO	HP_DOWNSLANTED_PALPEBRAL_FISSURES	HP_DOWNSLANTED_PALPEBRAL_FISSURES	443	ENSRNOG00000042855/ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000010853/ENSRNOG00000060615/ENSRNOG00000012559/ENSRNOG00000020706/ENSRNOG00000015133/ENSRNOG00000060544/ENSRNOG00000002353/ENSRNOG00000022938/ENSRNOG00000000875/ENSRNOG00000005151/ENSRNOG00000001888/ENSRNOG00000007127/ENSRNOG00000008533/ENSRNOG00000019249/ENSRNOG00000007894/ENSRNOG00000008749/ENSRNOG00000015143/ENSRNOG00000004493/ENSRNOG00000010572/ENSRNOG00000004150/ENSRNOG00000014528/ENSRNOG00000022372/ENSRNOG00000004560/ENSRNOG00000026171/ENSRNOG00000010680/ENSRNOG00000068263/ENSRNOG00000030101/ENSRNOG00000002349/ENSRNOG00000003116/ENSRNOG00000013933/ENSRNOG00000019240/ENSRNOG00000054331/ENSRNOG00000007302/ENSRNOG00000001931/ENSRNOG00000015189/ENSRNOG00000016208/ENSRNOG00000028659/ENSRNOG00000010176/ENSRNOG00000049221/ENSRNOG00000060179/ENSRNOG00000023661/ENSRNOG00000000885/ENSRNOG00000015383/ENSRNOG00000017105/ENSRNOG00000046366/ENSRNOG00000010957/ENSRNOG00000000648/ENSRNOG00000022419/ENSRNOG00000001849/ENSRNOG00000009545/ENSRNOG00000003848/ENSRNOG00000014576/ENSRNOG00000040297/ENSRNOG00000010008/ENSRNOG00000001408/ENSRNOG00000011909/ENSRNOG00000005007/ENSRNOG00000019423/ENSRNOG00000004205/ENSRNOG00000012568/ENSRNOG00000004542/ENSRNOG00000020670/ENSRNOG00000011073/ENSRNOG00000002767/ENSRNOG00000027869/ENSRNOG00000006957/ENSRNOG00000018909/ENSRNOG00000001689/ENSRNOG00000004118/ENSRNOG00000011208/ENSRNOG00000009170/ENSRNOG00000005309/ENSRNOG00000066471/ENSRNOG00000015816/ENSRNOG00000002818/ENSRNOG00000002914/ENSRNOG00000022391/ENSRNOG00000056184/ENSRNOG00000018349/ENSRNOG00000004752/ENSRNOG00000013481/ENSRNOG00000045770/ENSRNOG00000015063/ENSRNOG00000006864/ENSRNOG00000071170/ENSRNOG00000013780/ENSRNOG00000024085/ENSRNOG00000026672/ENSRNOG00000052840/ENSRNOG00000008996/ENSRNOG00000012030/ENSRNOG00000011904/ENSRNOG00000007445/ENSRNOG00000060063/ENSRNOG00000051671/ENSRNOG00000027489/ENSRNOG00000003302/ENSRNOG00000070996/ENSRNOG00000012148/ENSRNOG00000008444/ENSRNOG00000021589/ENSRNOG00000002051/ENSRNOG00000020470/ENSRNOG00000028362/ENSRNOG00000017209/ENSRNOG00000001875/ENSRNOG00000056659/ENSRNOG00000066252/ENSRNOG00000061484/ENSRNOG00000010153/ENSRNOG00000010303/ENSRNOG00000001870/ENSRNOG00000006632/ENSRNOG00000008635/ENSRNOG00000011891/ENSRNOG00000069252/ENSRNOG00000010188/ENSRNOG00000009867/ENSRNOG00000020587/ENSRNOG00000038140/ENSRNOG00000003241/ENSRNOG00000010027/ENSRNOG00000001992/ENSRNOG00000019180/ENSRNOG00000012850/ENSRNOG00000033568/ENSRNOG00000003261/ENSRNOG00000011931/ENSRNOG00000000395/ENSRNOG00000015474/ENSRNOG00000001337/ENSRNOG00000007472/ENSRNOG00000005724/ENSRNOG00000004676/ENSRNOG00000007106/ENSRNOG00000005076/ENSRNOG00000008142/ENSRNOG00000000463/ENSRNOG00000006369/ENSRNOG00000000824/ENSRNOG00000022166/ENSRNOG00000006403/ENSRNOG00000009236/ENSRNOG00000015756/ENSRNOG00000013024/ENSRNOG00000014665/ENSRNOG00000000007/ENSRNOG00000003680/ENSRNOG00000009615/ENSRNOG00000011553/ENSRNOG00000004181/ENSRNOG00000010846/ENSRNOG00000020350/ENSRNOG00000009184/ENSRNOG00000024043/ENSRNOG00000036682/ENSRNOG00000001889/ENSRNOG00000057813/ENSRNOG00000009585/ENSRNOG00000003267/ENSRNOG00000001314/ENSRNOG00000005641/ENSRNOG00000002983/ENSRNOG00000019020/ENSRNOG00000036701/ENSRNOG00000004234/ENSRNOG00000033791/ENSRNOG00000006178/ENSRNOG00000004395/ENSRNOG00000055340/ENSRNOG00000006877/ENSRNOG00000015701/ENSRNOG00000033835/ENSRNOG00000030880/ENSRNOG00000006792/ENSRNOG00000016680/ENSRNOG00000071010/ENSRNOG00000025011/ENSRNOG00000045918/ENSRNOG00000018229/ENSRNOG00000002565/ENSRNOG00000010993/ENSRNOG00000005330/ENSRNOG00000020159/ENSRNOG00000012549/ENSRNOG00000006965/ENSRNOG00000003841/ENSRNOG00000032048/ENSRNOG00000012899/ENSRNOG00000016963	1.446.064.838	0.007771662	0.011026
GOBP	GOBP_T_CELL_ACTIVATION	GOBP_T_CELL_ACTIVATION	318	ENSRNOG00000009848/ENSRNOG00000019353/ENSRNOG00000047356/ENSRNOG00000004517/ENSRNOG00000057058/ENSRNOG00000038597/ENSRNOG00000049236/ENSRNOG00000058422/ENSRNOG00000061246/ENSRNOG00000010121/ENSRNOG00000001184/ENSRNOG00000006167/ENSRNOG00000032574/ENSRNOG00000056371/ENSRNOG00000012160/ENSRNOG00000009131/ENSRNOG00000001766/ENSRNOG00000009681/ENSRNOG00000069521/ENSRNOG00000005355/ENSRNOG00000002115/ENSRNOG00000017418/ENSRNOG00000016967/ENSRNOG00000014647/ENSRNOG00000006604/ENSRNOG00000007539/ENSRNOG00000001302/ENSRNOG00000026085/ENSRNOG00000014678/ENSRNOG00000017469/ENSRNOG00000018359/ENSRNOG00000016957/ENSRNOG00000024277/ENSRNOG00000049491/ENSRNOG00000014395/ENSRNOG00000066773/ENSRNOG00000023109/ENSRNOG00000033235/ENSRNOG00000002750/ENSRNOG00000007350/ENSRNOG00000057347/ENSRNOG00000016575/ENSRNOG00000007261/ENSRNOG00000059043/ENSRNOG00000031163/ENSRNOG00000013340/ENSRNOG00000065741/ENSRNOG00000038212/ENSRNOG00000065643/ENSRNOG00000000853/ENSRNOG00000013304/ENSRNOG00000020679/ENSRNOG00000031058/ENSRNOG00000001704/ENSRNOG00000009535/ENSRNOG00000000655/ENSRNOG00000050430/ENSRNOG00000048321/ENSRNOG00000014011/ENSRNOG00000043077/ENSRNOG00000009354/ENSRNOG00000015124/ENSRNOG00000013554/ENSRNOG00000065264/ENSRNOG00000017803/ENSRNOG00000018255/ENSRNOG00000010319/ENSRNOG00000009884/ENSRNOG00000042389/ENSRNOG00000015894/ENSRNOG00000018735/ENSRNOG00000006932/ENSRNOG00000009468/ENSRNOG00000019374/ENSRNOG00000013089/ENSRNOG00000020369/ENSRNOG00000012881/ENSRNOG00000021100/ENSRNOG00000010475/ENSRNOG00000031443/ENSRNOG00000003522/ENSRNOG00000014624/ENSRNOG00000058478/ENSRNOG00000009982/ENSRNOG00000008180/ENSRNOG00000000805/ENSRNOG00000024931/ENSRNOG00000012681/ENSRNOG00000009385/ENSRNOG00000004575/ENSRNOG00000018991/ENSRNOG00000014294/ENSRNOG00000017863/ENSRNOG00000036829/ENSRNOG00000011054/ENSRNOG00000036798/ENSRNOG00000014333/ENSRNOG00000030118/ENSRNOG00000013963/ENSRNOG00000017560/ENSRNOG00000017980/ENSRNOG00000007663/ENSRNOG00000046452/ENSRNOG00000018566/ENSRNOG00000004737/ENSRNOG00000005067/ENSRNOG00000013265/ENSRNOG00000000569/ENSRNOG00000001296/ENSRNOG00000030124/ENSRNOG00000037227/ENSRNOG00000014605/ENSRNOG00000051482/ENSRNOG00000006689/ENSRNOG00000021316/ENSRNOG00000008816/ENSRNOG00000024159/ENSRNOG00000050519/ENSRNOG00000004003/ENSRNOG00000017123/ENSRNOG00000058646/ENSRNOG00000056836/ENSRNOG00000020640/ENSRNOG00000060694/ENSRNOG00000019057/ENSRNOG00000009694	-0.309927249	9,85E+09	0.011477
GOCC	GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE	336	ENSRNOG00000005985/ENSRNOG00000018674/ENSRNOG00000054371/ENSRNOG00000006784/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000065255/ENSRNOG00000045816/ENSRNOG00000063400/ENSRNOG00000004013/ENSRNOG00000009253/ENSRNOG00000009726/ENSRNOG00000013101/ENSRNOG00000008237/ENSRNOG00000060599/ENSRNOG00000028879/ENSRNOG00000057848/ENSRNOG00000011803/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000014862/ENSRNOG00000007090/ENSRNOG00000016062/ENSRNOG00000026466/ENSRNOG00000000936/ENSRNOG00000002349/ENSRNOG00000026705/ENSRNOG00000026432/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000008223/ENSRNOG00000021013/ENSRNOG00000004049/ENSRNOG00000007038/ENSRNOG00000033099/ENSRNOG00000005662/ENSRNOG00000014170/ENSRNOG00000010744/ENSRNOG00000029012/ENSRNOG00000016429/ENSRNOG00000007682/ENSRNOG00000005550/ENSRNOG00000042478/ENSRNOG00000015148/ENSRNOG00000019486/ENSRNOG00000005723/ENSRNOG00000069221/ENSRNOG00000046366/ENSRNOG00000002327/ENSRNOG00000016872/ENSRNOG00000028832/ENSRNOG00000047247/ENSRNOG00000014006/ENSRNOG00000011507/ENSRNOG00000014248/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000029798/ENSRNOG00000006957/ENSRNOG00000013869/ENSRNOG00000019560/ENSRNOG00000032576/ENSRNOG00000006093/ENSRNOG00000011231/ENSRNOG00000011208/ENSRNOG00000033942/ENSRNOG00000056643/ENSRNOG00000002660/ENSRNOG00000018452/ENSRNOG00000018385/ENSRNOG00000027341/ENSRNOG00000010526/ENSRNOG00000009029/ENSRNOG00000019356/ENSRNOG00000008992/ENSRNOG00000004890/ENSRNOG00000009967/ENSRNOG00000055401/ENSRNOG00000049792/ENSRNOG00000005700/ENSRNOG00000013042/ENSRNOG00000022635/ENSRNOG00000031232/ENSRNOG00000062002/ENSRNOG00000031536/ENSRNOG00000006174/ENSRNOG00000064362/ENSRNOG00000011156/ENSRNOG00000004067/ENSRNOG00000043085/ENSRNOG00000011904/ENSRNOG00000011076/ENSRNOG00000001575/ENSRNOG00000017556/ENSRNOG00000008970/ENSRNOG00000002051/ENSRNOG00000009522/ENSRNOG00000009264/ENSRNOG00000010320/ENSRNOG00000013213/ENSRNOG00000061304/ENSRNOG00000013171/ENSRNOG00000013389/ENSRNOG00000004276/ENSRNOG00000030910/ENSRNOG00000007645/ENSRNOG00000050220/ENSRNOG00000008479/ENSRNOG00000007033/ENSRNOG00000012424/ENSRNOG00000016412/ENSRNOG00000003241/ENSRNOG00000070777/ENSRNOG00000023861/ENSRNOG00000001287/ENSRNOG00000004077/ENSRNOG00000003031	1.898.935.133	5,94E+04	0.011711
GOCC	GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM	108	ENSRNOG00000007046/ENSRNOG00000032070/ENSRNOG00000019474/ENSRNOG00000006999/ENSRNOG00000004171/ENSRNOG00000005151/ENSRNOG00000007127/ENSRNOG00000024468/ENSRNOG00000051291/ENSRNOG00000024905/ENSRNOG00000011028/ENSRNOG00000025787/ENSRNOG00000024494/ENSRNOG00000057867/ENSRNOG00000054331/ENSRNOG00000016545/ENSRNOG00000023627/ENSRNOG00000000986/ENSRNOG00000011440/ENSRNOG00000020430/ENSRNOG00000017913/ENSRNOG00000011829/ENSRNOG00000017511/ENSRNOG00000001689/ENSRNOG00000017690/ENSRNOG00000026964/ENSRNOG00000015816/ENSRNOG00000013669/ENSRNOG00000004520/ENSRNOG00000009032/ENSRNOG00000007485/ENSRNOG00000052688/ENSRNOG00000012761/ENSRNOG00000004415/ENSRNOG00000027630/ENSRNOG00000007486/ENSRNOG00000047712/ENSRNOG00000003955/ENSRNOG00000021303/ENSRNOG00000002976/ENSRNOG00000028783/ENSRNOG00000010608	1.828.632.729	0.000998545	0.011805
HPO	HP_SICK_SINUS_SYNDROME	HP_SICK_SINUS_SYNDROME	23	ENSRNOG00000014686/ENSRNOG00000001825/ENSRNOG00000033531/ENSRNOG00000017060/ENSRNOG00000007090/ENSRNOG00000009450/ENSRNOG00000018378	1.850.767.578	0.04557058	0.014382
GOBP	GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	59	ENSRNOG00000006114/ENSRNOG00000019474/ENSRNOG00000006999/ENSRNOG00000005233/ENSRNOG00000024905/ENSRNOG00000058275/ENSRNOG00000025787/ENSRNOG00000021312/ENSRNOG00000057867/ENSRNOG00000023627/ENSRNOG00000056996/ENSRNOG00000011440/ENSRNOG00000008775/ENSRNOG00000010141/ENSRNOG00000059715/ENSRNOG00000026964/ENSRNOG00000027617/ENSRNOG00000009032/ENSRNOG00000052688/ENSRNOG00000004415/ENSRNOG00000047712/ENSRNOG00000038600/ENSRNOG00000002976/ENSRNOG00000010078	0.51319361	6,11E+08	0.015048
GOBP	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	43	ENSRNOG00000065741/ENSRNOG00000013304/ENSRNOG00000020679/ENSRNOG00000019728/ENSRNOG00000000655/ENSRNOG00000050430/ENSRNOG00000019202/ENSRNOG00000018509/ENSRNOG00000009468/ENSRNOG00000033772/ENSRNOG00000031443/ENSRNOG00000003522/ENSRNOG00000012681/ENSRNOG00000036829/ENSRNOG00000020845/ENSRNOG00000046452/ENSRNOG00000001296/ENSRNOG00000017123/ENSRNOG00000019629	-0.562379377	1,49E+09	0.015493
GOBP	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	80	ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000010911/ENSRNOG00000033881/ENSRNOG00000008237/ENSRNOG00000004049/ENSRNOG00000001492/ENSRNOG00000019486/ENSRNOG00000019423/ENSRNOG00000014006/ENSRNOG00000020310/ENSRNOG00000032576/ENSRNOG00000033942/ENSRNOG00000021441/ENSRNOG00000029871/ENSRNOG00000049792/ENSRNOG00000019752/ENSRNOG00000059683/ENSRNOG00000033134/ENSRNOG00000004048/ENSRNOG00000006174	0.372805759	0.001481353	0.017547
GOBP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	22	ENSRNOG00000049491/ENSRNOG00000066773/ENSRNOG00000006963/ENSRNOG00000013578/ENSRNOG00000055860/ENSRNOG00000018735/ENSRNOG00000021157/ENSRNOG00000046452/ENSRNOG00000018566/ENSRNOG00000007649/ENSRNOG00000012297/ENSRNOG00000007089/ENSRNOG00000024159/ENSRNOG00000019387/ENSRNOG00000017123	-0.631811588	0.000464084	0.018117
HPO	HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL	HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL	30	ENSRNOG00000019106/ENSRNOG00000033625/ENSRNOG00000008373/ENSRNOG00000021035/ENSRNOG00000008140/ENSRNOG00000003554/ENSRNOG00000004196/ENSRNOG00000016961/ENSRNOG00000013508/ENSRNOG00000004214/ENSRNOG00000026260/ENSRNOG00000020674/ENSRNOG00000014272/ENSRNOG00000000490/ENSRNOG00000010189/ENSRNOG00000029512/ENSRNOG00000023529	-2.101.069.655	0.004980101	0.019117
GOBP	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	58	ENSRNOG00000059984/ENSRNOG00000005417/ENSRNOG00000015375/ENSRNOG00000005606/ENSRNOG00000013281/ENSRNOG00000016099/ENSRNOG00000053384/ENSRNOG00000012318/ENSRNOG00000050550/ENSRNOG00000007443/ENSRNOG00000005788/ENSRNOG00000014395/ENSRNOG00000010260/ENSRNOG00000004410/ENSRNOG00000012199/ENSRNOG00000019322/ENSRNOG00000003029/ENSRNOG00000004294/ENSRNOG00000002749/ENSRNOG00000007610/ENSRNOG00000006237/ENSRNOG00000014163/ENSRNOG00000012460/ENSRNOG00000015295/ENSRNOG00000002607/ENSRNOG00000018841/ENSRNOG00000021023/ENSRNOG00000009033/ENSRNOG00000004606/ENSRNOG00000050519/ENSRNOG00000012728/ENSRNOG00000002074/ENSRNOG00000017123/ENSRNOG00000028658	-0.486741822	0.000193514	0.022812
HPO	HP_PROMINENT_FOREHEAD	HP_PROMINENT_FOREHEAD	216	ENSRNOG00000005985/ENSRNOG00000049203/ENSRNOG00000008533/ENSRNOG00000010572/ENSRNOG00000019979/ENSRNOG00000014528/ENSRNOG00000022372/ENSRNOG00000003116/ENSRNOG00000025244/ENSRNOG00000013933/ENSRNOG00000007302/ENSRNOG00000008944/ENSRNOG00000016545/ENSRNOG00000014879/ENSRNOG00000016208/ENSRNOG00000020249/ENSRNOG00000049221/ENSRNOG00000015383/ENSRNOG00000015230/ENSRNOG00000017105/ENSRNOG00000010957/ENSRNOG00000003848/ENSRNOG00000014576/ENSRNOG00000040297/ENSRNOG00000001408/ENSRNOG00000061603/ENSRNOG00000019423/ENSRNOG00000004205/ENSRNOG00000012568/ENSRNOG00000020557/ENSRNOG00000011348/ENSRNOG00000005877/ENSRNOG00000011073/ENSRNOG00000006957/ENSRNOG00000013257/ENSRNOG00000002914/ENSRNOG00000007657/ENSRNOG00000022391/ENSRNOG00000019584/ENSRNOG00000004752/ENSRNOG00000024955/ENSRNOG00000020426/ENSRNOG00000029667/ENSRNOG00000052840/ENSRNOG00000008996/ENSRNOG00000011904/ENSRNOG00000002291/ENSRNOG00000060063/ENSRNOG00000051671/ENSRNOG00000027489/ENSRNOG00000017745/ENSRNOG00000021589/ENSRNOG00000028362/ENSRNOG00000037295/ENSRNOG00000025028/ENSRNOG00000009470/ENSRNOG00000010153/ENSRNOG00000029280/ENSRNOG00000006632/ENSRNOG00000004165/ENSRNOG00000004276/ENSRNOG00000052289/ENSRNOG00000010188/ENSRNOG00000012716/ENSRNOG00000020587	1.491.202.498	0.042079901	0.022906
GOBP	GOBP_ACTION_POTENTIAL	GOBP_ACTION_POTENTIAL	121	ENSRNOG00000014686/ENSRNOG00000001825/ENSRNOG00000000368/ENSRNOG00000001557/ENSRNOG00000033531/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000016917/ENSRNOG00000007090/ENSRNOG00000016062/ENSRNOG00000006639/ENSRNOG00000009450/ENSRNOG00000020138/ENSRNOG00000033893/ENSRNOG00000008223/ENSRNOG00000029811/ENSRNOG00000018378/ENSRNOG00000001931/ENSRNOG00000060528/ENSRNOG00000001492/ENSRNOG00000032414/ENSRNOG00000046366/ENSRNOG00000017610/ENSRNOG00000005007/ENSRNOG00000067416/ENSRNOG00000047143/ENSRNOG00000016675/ENSRNOG00000005309	0.335081252	0.00133243	0.024661
GOBP	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	127	ENSRNOG00000014504/ENSRNOG00000025295/ENSRNOG00000042070/ENSRNOG00000039848/ENSRNOG00000019333/ENSRNOG00000007372/ENSRNOG00000000321/ENSRNOG00000018659/ENSRNOG00000005729/ENSRNOG00000050647/ENSRNOG00000018233/ENSRNOG00000014361/ENSRNOG00000047035/ENSRNOG00000047907/ENSRNOG00000018095/ENSRNOG00000021424/ENSRNOG00000049517/ENSRNOG00000005606/ENSRNOG00000043311/ENSRNOG00000021133/ENSRNOG00000012160/ENSRNOG00000017787/ENSRNOG00000010892/ENSRNOG00000000437/ENSRNOG00000019834/ENSRNOG00000006384/ENSRNOG00000048222/ENSRNOG00000006967/ENSRNOG00000039852/ENSRNOG00000012017/ENSRNOG00000019812/ENSRNOG00000013304/ENSRNOG00000020230/ENSRNOG00000012812/ENSRNOG00000018237/ENSRNOG00000052025/ENSRNOG00000000655/ENSRNOG00000006227/ENSRNOG00000013172/ENSRNOG00000013578/ENSRNOG00000033426/ENSRNOG00000037198/ENSRNOG00000031312/ENSRNOG00000020716/ENSRNOG00000033693/ENSRNOG00000018735/ENSRNOG00000007864/ENSRNOG00000001369/ENSRNOG00000016360/ENSRNOG00000015588/ENSRNOG00000003866/ENSRNOG00000015182/ENSRNOG00000023463/ENSRNOG00000014294/ENSRNOG00000011054/ENSRNOG00000009822/ENSRNOG00000006418/ENSRNOG00000007574/ENSRNOG00000023334/ENSRNOG00000030124/ENSRNOG00000010522/ENSRNOG00000033697/ENSRNOG00000017414/ENSRNOG00000031138/ENSRNOG00000007596/ENSRNOG00000056836/ENSRNOG00000060694	-0.349006791	0.002197803	0.024917
HPO	HP_BULBOUS_NOSE	HP_BULBOUS_NOSE	145	ENSRNOG00000012559/ENSRNOG00000020706/ENSRNOG00000060544/ENSRNOG00000022938/ENSRNOG00000001888/ENSRNOG00000007894/ENSRNOG00000010680/ENSRNOG00000001886/ENSRNOG00000025244/ENSRNOG00000055525/ENSRNOG00000007302/ENSRNOG00000024886/ENSRNOG00000008944/ENSRNOG00000007688/ENSRNOG00000024445/ENSRNOG00000001353/ENSRNOG00000005765/ENSRNOG00000049221/ENSRNOG00000015383/ENSRNOG00000014626/ENSRNOG00000010957/ENSRNOG00000000648/ENSRNOG00000003848/ENSRNOG00000001408/ENSRNOG00000018830/ENSRNOG00000027869/ENSRNOG00000013257/ENSRNOG00000019455/ENSRNOG00000022309/ENSRNOG00000024955/ENSRNOG00000045770/ENSRNOG00000001642/ENSRNOG00000001662/ENSRNOG00000025071/ENSRNOG00000047880/ENSRNOG00000017857/ENSRNOG00000001559/ENSRNOG00000024889/ENSRNOG00000009781/ENSRNOG00000028362/ENSRNOG00000001875/ENSRNOG00000027596/ENSRNOG00000011891/ENSRNOG00000010188/ENSRNOG00000020587/ENSRNOG00000001992/ENSRNOG00000009930/ENSRNOG00000012850/ENSRNOG00000003261/ENSRNOG00000000395/ENSRNOG00000007472/ENSRNOG00000017608/ENSRNOG00000000463/ENSRNOG00000001120/ENSRNOG00000052204/ENSRNOG00000020350/ENSRNOG00000000728/ENSRNOG00000018162/ENSRNOG00000061814/ENSRNOG00000036682/ENSRNOG00000001889/ENSRNOG00000009585/ENSRNOG00000003267	151.697.887	0.040194699	0.027124
GOCC	GOCC_CATION_CHANNEL_COMPLEX	GOCC_CATION_CHANNEL_COMPLEX	173	ENSRNOG00000010771/ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000008766/ENSRNOG00000000368/ENSRNOG00000033531/ENSRNOG00000045816/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000063400/ENSRNOG00000027400/ENSRNOG00000006645/ENSRNOG00000002863/ENSRNOG00000057848/ENSRNOG00000012727/ENSRNOG00000042536/ENSRNOG00000007090/ENSRNOG00000011133/ENSRNOG00000006639/ENSRNOG00000004560/ENSRNOG00000021130/ENSRNOG00000031287/ENSRNOG00000009450/ENSRNOG00000004819/ENSRNOG00000004535/ENSRNOG00000033893/ENSRNOG00000026163/ENSRNOG00000006595/ENSRNOG00000027233/ENSRNOG00000054314/ENSRNOG00000060693/ENSRNOG00000008557/ENSRNOG00000029811/ENSRNOG00000018378/ENSRNOG00000029012/ENSRNOG00000006324/ENSRNOG00000007682/ENSRNOG00000060528/ENSRNOG00000005723/ENSRNOG00000056697/ENSRNOG00000005007/ENSRNOG00000006617/ENSRNOG00000020557/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000002767/ENSRNOG00000006957/ENSRNOG00000013869/ENSRNOG00000047143/ENSRNOG00000033942/ENSRNOG00000005309/ENSRNOG00000024310/ENSRNOG00000063175/ENSRNOG00000008992/ENSRNOG00000055401/ENSRNOG00000043436/ENSRNOG00000062002/ENSRNOG00000004899/ENSRNOG00000005206/ENSRNOG00000016070/ENSRNOG00000002595/ENSRNOG00000045920/ENSRNOG00000002146/ENSRNOG00000011168/ENSRNOG00000004918	2.295.928.883	2,20E+05	0.027428
HPO	HP_VENTRICULAR_FIBRILLATION	HP_VENTRICULAR_FIBRILLATION	39	ENSRNOG00000014686/ENSRNOG00000001825/ENSRNOG00000033531/ENSRNOG00000009897/ENSRNOG00000017060/ENSRNOG00000007090/ENSRNOG00000016062/ENSRNOG00000009450/ENSRNOG00000029811/ENSRNOG00000018378	1.840.546.196	0.042389437	0.027562
