category	ID	term	count	gene	logFC	adj_pval	zscore	magma_score
GOCC	GOCC_MEMBRANE_MICRODOMAIN	GOCC_MEMBRANE_MICRODOMAIN	312	ENSRNOG00000014297/ENSRNOG00000010997/ENSRNOG00000002723/ENSRNOG00000018524/ENSRNOG00000030269/ENSRNOG00000004980/ENSRNOG00000061328/ENSRNOG00000002188/ENSRNOG00000000321/ENSRNOG00000018106/ENSRNOG00000020125/ENSRNOG00000032150/ENSRNOG00000013763/ENSRNOG00000014675/ENSRNOG00000031420/ENSRNOG00000001849/ENSRNOG00000017302/ENSRNOG00000012098/ENSRNOG00000016575/ENSRNOG00000001224/ENSRNOG00000016592/ENSRNOG00000008587/ENSRNOG00000056836/ENSRNOG00000014751/ENSRNOG00000021259/ENSRNOG00000015716/ENSRNOG00000009535/ENSRNOG00000019908/ENSRNOG00000008530/ENSRNOG00000015158/ENSRNOG00000009705/ENSRNOG00000013000/ENSRNOG00000019035/ENSRNOG00000020997/ENSRNOG00000047035/ENSRNOG00000015903/ENSRNOG00000005854/ENSRNOG00000000697/ENSRNOG00000027954/ENSRNOG00000000699/ENSRNOG00000013416/ENSRNOG00000052407/ENSRNOG00000048738/ENSRNOG00000008332/ENSRNOG00000015480/ENSRNOG00000018289/ENSRNOG00000006238/ENSRNOG00000016311/ENSRNOG00000046891/ENSRNOG00000016831/ENSRNOG00000008444/ENSRNOG00000068001/ENSRNOG00000014117/ENSRNOG00000006604/ENSRNOG00000013265/ENSRNOG00000061216/ENSRNOG00000027028/ENSRNOG00000019374/ENSRNOG00000060087/ENSRNOG00000059984/ENSRNOG00000003998/ENSRNOG00000032871/ENSRNOG00000015262/ENSRNOG00000059479/ENSRNOG00000000655/ENSRNOG00000065432/ENSRNOG00000006375/ENSRNOG00000019147/ENSRNOG00000043465/ENSRNOG00000054172/ENSRNOG00000020679/ENSRNOG00000017032/ENSRNOG00000025895/ENSRNOG00000005479/ENSRNOG00000019400/ENSRNOG00000003232/ENSRNOG00000002664/ENSRNOG00000013963/ENSRNOG00000009683/ENSRNOG00000008414/ENSRNOG00000031312/ENSRNOG00000007284/ENSRNOG00000009495/ENSRNOG00000014710/ENSRNOG00000058249/ENSRNOG00000020425/ENSRNOG00000039980/ENSRNOG00000014961/ENSRNOG00000007041/ENSRNOG00000020016/ENSRNOG00000053550/ENSRNOG00000019778/ENSRNOG00000019728/ENSRNOG00000000774/ENSRNOG00000027839/ENSRNOG00000008048/ENSRNOG00000020206/ENSRNOG00000001336/ENSRNOG00000030920/ENSRNOG00000057569/ENSRNOG00000005906/ENSRNOG00000004332/ENSRNOG00000013578/ENSRNOG00000017914/ENSRNOG00000022975/ENSRNOG00000010362/ENSRNOG00000030019/ENSRNOG00000017020/ENSRNOG00000017226/ENSRNOG00000007290/ENSRNOG00000003121/ENSRNOG00000008245/ENSRNOG00000018215/ENSRNOG00000019719	-1.692127997	4.25E-05	0	0.032233
GOBP	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	71	ENSRNOG00000011440/ENSRNOG00000003955/ENSRNOG00000028380/ENSRNOG00000021602/ENSRNOG00000047194/ENSRNOG00000047019/ENSRNOG00000008632/ENSRNOG00000034089/ENSRNOG00000049596/ENSRNOG00000017473/ENSRNOG00000002932/ENSRNOG00000026171/ENSRNOG00000059715/ENSRNOG00000052704/ENSRNOG00000009808/ENSRNOG00000004057/ENSRNOG00000009336/ENSRNOG00000005451/ENSRNOG00000028523/ENSRNOG00000016545/ENSRNOG00000019039/ENSRNOG00000008334/ENSRNOG00000005868/ENSRNOG00000026964/ENSRNOG00000001689/ENSRNOG00000015189/ENSRNOG00000018876	2.017185378	0.000820305	0	0.033174
GOBP	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	23	ENSRNOG00000018950/ENSRNOG00000002419/ENSRNOG00000015445/ENSRNOG00000028274/ENSRNOG00000021023/ENSRNOG00000009033/ENSRNOG00000017748/ENSRNOG00000011305	1.868805281	0.041655477	0	0.03365
GOBP	GOBP_LEUKOCYTE_DIFFERENTIATION	GOBP_LEUKOCYTE_DIFFERENTIATION	460	ENSRNOG00000045889/ENSRNOG00000017602/ENSRNOG00000000767/ENSRNOG00000002365/ENSRNOG00000010265/ENSRNOG00000015076/ENSRNOG00000013927/ENSRNOG00000020478/ENSRNOG00000058593/ENSRNOG00000013321/ENSRNOG00000003716/ENSRNOG00000007200/ENSRNOG00000006932/ENSRNOG00000065264/ENSRNOG00000009598/ENSRNOG00000020125/ENSRNOG00000045647/ENSRNOG00000025332/ENSRNOG00000014156/ENSRNOG00000054352/ENSRNOG00000026293/ENSRNOG00000010358/ENSRNOG00000050430/ENSRNOG00000018092/ENSRNOG00000010947/ENSRNOG00000014294/ENSRNOG00000021261/ENSRNOG00000021528/ENSRNOG00000046452/ENSRNOG00000017869/ENSRNOG00000001752/ENSRNOG00000004158/ENSRNOG00000025094/ENSRNOG00000020845/ENSRNOG00000013562/ENSRNOG00000010665/ENSRNOG00000000541/ENSRNOG00000053232/ENSRNOG00000003992/ENSRNOG00000009131/ENSRNOG00000009705/ENSRNOG00000004444/ENSRNOG00000027145/ENSRNOG00000058422/ENSRNOG00000000569/ENSRNOG00000028504/ENSRNOG00000011205/ENSRNOG00000014282/ENSRNOG00000018706/ENSRNOG00000047035/ENSRNOG00000054764/ENSRNOG00000045636/ENSRNOG00000001314/ENSRNOG00000018364/ENSRNOG00000017828/ENSRNOG00000002969/ENSRNOG00000052407/ENSRNOG00000036711/ENSRNOG00000011683/ENSRNOG00000009175/ENSRNOG00000010645/ENSRNOG00000028015/ENSRNOG00000020353/ENSRNOG00000054217/ENSRNOG00000021144/ENSRNOG00000002568/ENSRNOG00000006860/ENSRNOG00000011096/ENSRNOG00000015480/ENSRNOG00000014605/ENSRNOG00000016804/ENSRNOG00000019075/ENSRNOG00000019614/ENSRNOG00000009982/ENSRNOG00000034164/ENSRNOG00000011140/ENSRNOG00000034025/ENSRNOG00000054954/ENSRNOG00000007002/ENSRNOG00000013265/ENSRNOG00000014287/ENSRNOG00000016037/ENSRNOG00000003170/ENSRNOG00000049281/ENSRNOG00000001250/ENSRNOG00000021145/ENSRNOG00000028353/ENSRNOG00000004649/ENSRNOG00000010522/ENSRNOG00000018709/ENSRNOG00000059984/ENSRNOG00000013166/ENSRNOG00000019264/ENSRNOG00000025069/ENSRNOG00000000655/ENSRNOG00000036828/ENSRNOG00000042318/ENSRNOG00000015945/ENSRNOG00000003520/ENSRNOG00000033235/ENSRNOG00000014125/ENSRNOG00000012730/ENSRNOG00000008736/ENSRNOG00000004100/ENSRNOG00000053449/ENSRNOG00000010798/ENSRNOG00000006311/ENSRNOG00000014333/ENSRNOG00000015027/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000054172/ENSRNOG00000009615/ENSRNOG00000021082/ENSRNOG00000009605/ENSRNOG00000014011/ENSRNOG00000002227/ENSRNOG00000038877/ENSRNOG00000058586/ENSRNOG00000021218/ENSRNOG00000013240/ENSRNOG00000037247/ENSRNOG00000018566/ENSRNOG00000009884/ENSRNOG00000023664/ENSRNOG00000006952/ENSRNOG00000011500/ENSRNOG00000017319/ENSRNOG00000009495/ENSRNOG00000018233/ENSRNOG00000016219/ENSRNOG00000009222/ENSRNOG00000020716/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000039980/ENSRNOG00000015668/ENSRNOG00000008133/ENSRNOG00000025121/ENSRNOG00000009354/ENSRNOG00000043098/ENSRNOG00000057347/ENSRNOG00000002950/ENSRNOG00000008465/ENSRNOG00000027839/ENSRNOG00000017560/ENSRNOG00000016069/ENSRNOG00000029980/ENSRNOG00000007261/ENSRNOG00000016451/ENSRNOG00000013578/ENSRNOG00000001452/ENSRNOG00000051986/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000003486/ENSRNOG00000022975/ENSRNOG00000016119/ENSRNOG00000010362/ENSRNOG00000010283/ENSRNOG00000017020/ENSRNOG00000016595/ENSRNOG00000010278/ENSRNOG00000023708/ENSRNOG00000000299/ENSRNOG00000036829/ENSRNOG00000026762/ENSRNOG00000018414/ENSRNOG00000069521/ENSRNOG00000014464/ENSRNOG00000017783/ENSRNOG00000018735/ENSRNOG00000012804/ENSRNOG00000031163/ENSRNOG00000012881/ENSRNOG00000017539/ENSRNOG00000050500/ENSRNOG00000012817	-1.663460212	1.94E-05	0	0.03452
GOBP	GOBP_COGNITION	GOBP_COGNITION	283	ENSRNOG00000011073/ENSRNOG00000013061/ENSRNOG00000002653/ENSRNOG00000012482/ENSRNOG00000019207/ENSRNOG00000064852/ENSRNOG00000003442/ENSRNOG00000009850/ENSRNOG00000003172/ENSRNOG00000015480/ENSRNOG00000020531/ENSRNOG00000012786/ENSRNOG00000020009/ENSRNOG00000033134/ENSRNOG00000028404/ENSRNOG00000015616/ENSRNOG00000054954/ENSRNOG00000036833/ENSRNOG00000004642/ENSRNOG00000056118/ENSRNOG00000059479/ENSRNOG00000005561/ENSRNOG00000036828/ENSRNOG00000021441/ENSRNOG00000011947/ENSRNOG00000017673/ENSRNOG00000043465/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000051408/ENSRNOG00000045791/ENSRNOG00000055446/ENSRNOG00000061270/ENSRNOG00000052296/ENSRNOG00000012623/ENSRNOG00000021103/ENSRNOG00000002227/ENSRNOG00000018416/ENSRNOG00000003300/ENSRNOG00000052795/ENSRNOG00000004124/ENSRNOG00000000483/ENSRNOG00000005248/ENSRNOG00000001006/ENSRNOG00000018111/ENSRNOG00000018385/ENSRNOG00000012703/ENSRNOG00000018454/ENSRNOG00000018526/ENSRNOG00000057347/ENSRNOG00000007456/ENSRNOG00000028733/ENSRNOG00000007925/ENSRNOG00000017560/ENSRNOG00000017434/ENSRNOG00000004332/ENSRNOG00000013578/ENSRNOG00000001452/ENSRNOG00000014008/ENSRNOG00000006818/ENSRNOG00000020482/ENSRNOG00000017226/ENSRNOG00000038766/ENSRNOG00000007290/ENSRNOG00000050071/ENSRNOG00000057451/ENSRNOG00000001259/ENSRNOG00000019609/ENSRNOG00000010688/ENSRNOG00000018808/ENSRNOG00000011815/ENSRNOG00000006527	-1.469758529	0.016677125	0	0.036178
GOMF	GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	16	ENSRNOG00000016163/ENSRNOG00000012876/ENSRNOG00000005479/ENSRNOG00000031662/ENSRNOG00000007509/ENSRNOG00000005697/ENSRNOG00000013547/ENSRNOG00000068642/ENSRNOG00000006527	-1.956050469	0.033312292	0	0.037143
GOBP	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	95	ENSRNOG00000050430/ENSRNOG00000014294/ENSRNOG00000030530/ENSRNOG00000024382/ENSRNOG00000021528/ENSRNOG00000046452/ENSRNOG00000012163/ENSRNOG00000020845/ENSRNOG00000003992/ENSRNOG00000058422/ENSRNOG00000047035/ENSRNOG00000027855/ENSRNOG00000000123/ENSRNOG00000000562/ENSRNOG00000021144/ENSRNOG00000000097/ENSRNOG00000019075/ENSRNOG00000009468/ENSRNOG00000010170/ENSRNOG00000013634/ENSRNOG00000054954/ENSRNOG00000061216/ENSRNOG00000000655/ENSRNOG00000017699/ENSRNOG00000052499/ENSRNOG00000020679/ENSRNOG00000019430/ENSRNOG00000002664/ENSRNOG00000016496/ENSRNOG00000006873/ENSRNOG00000061739/ENSRNOG00000019728/ENSRNOG00000031443/ENSRNOG00000001333/ENSRNOG00000017749/ENSRNOG00000016451/ENSRNOG00000060246/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000036829/ENSRNOG00000021199/ENSRNOG00000014064	-1.964948046	0.001024249	0	0.037164
KEGG	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	40	ENSRNOG00000066773/ENSRNOG00000019246/ENSRNOG00000019041/ENSRNOG00000018566/ENSRNOG00000000455/ENSRNOG00000021157/ENSRNOG00000060246/ENSRNOG00000033215/ENSRNOG00000002659/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000018735	-1.86673171	0.013465739	0	0.037831
GOBP	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	34	ENSRNOG00000015668/ENSRNOG00000007437/ENSRNOG00000017560/ENSRNOG00000005906/ENSRNOG00000051986/ENSRNOG00000011054/ENSRNOG00000054251	-1.790508901	0.039659378	0	0.039007
GOCC	GOCC_MOTILE_CILIUM	GOCC_MOTILE_CILIUM	185	ENSRNOG00000054475/ENSRNOG00000014584/ENSRNOG00000018631/ENSRNOG00000011440/ENSRNOG00000047436/ENSRNOG00000056996/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000052688/ENSRNOG00000006999/ENSRNOG00000015101/ENSRNOG00000058275/ENSRNOG00000047194/ENSRNOG00000058434/ENSRNOG00000048363/ENSRNOG00000021729/ENSRNOG00000043410/ENSRNOG00000048818/ENSRNOG00000014973/ENSRNOG00000008492/ENSRNOG00000004171/ENSRNOG00000012964/ENSRNOG00000011028/ENSRNOG00000013734/ENSRNOG00000025787/ENSRNOG00000049596/ENSRNOG00000070409/ENSRNOG00000017473/ENSRNOG00000002932/ENSRNOG00000010556/ENSRNOG00000026171/ENSRNOG00000032463/ENSRNOG00000009061/ENSRNOG00000020891/ENSRNOG00000068261/ENSRNOG00000018310/ENSRNOG00000058681/ENSRNOG00000060693/ENSRNOG00000007568/ENSRNOG00000002976/ENSRNOG00000019592/ENSRNOG00000003013/ENSRNOG00000026296/ENSRNOG00000057862/ENSRNOG00000004345/ENSRNOG00000002146/ENSRNOG00000024523/ENSRNOG00000049696/ENSRNOG00000020118/ENSRNOG00000042259/ENSRNOG00000024917/ENSRNOG00000027212/ENSRNOG00000009032/ENSRNOG00000015137/ENSRNOG00000058916/ENSRNOG00000013919/ENSRNOG00000024905/ENSRNOG00000043035/ENSRNOG00000005451/ENSRNOG00000024957/ENSRNOG00000050658/ENSRNOG00000009792/ENSRNOG00000011144/ENSRNOG00000006545/ENSRNOG00000008334/ENSRNOG00000012697/ENSRNOG00000056537/ENSRNOG00000010934/ENSRNOG00000023404/ENSRNOG00000026964/ENSRNOG00000018792/ENSRNOG00000053015/ENSRNOG00000013956/ENSRNOG00000011033/ENSRNOG00000004574/ENSRNOG00000008596/ENSRNOG00000042781/ENSRNOG00000005151/ENSRNOG00000003901/ENSRNOG00000008075/ENSRNOG00000053230/ENSRNOG00000042201/ENSRNOG00000008038/ENSRNOG00000012140/ENSRNOG00000019474/ENSRNOG00000000634/ENSRNOG00000012761/ENSRNOG00000015756/ENSRNOG00000025473/ENSRNOG00000025539/ENSRNOG00000020450/ENSRNOG00000068894/ENSRNOG00000008428/ENSRNOG00000011374/ENSRNOG00000010141/ENSRNOG00000008891/ENSRNOG00000007046/ENSRNOG00000032311/ENSRNOG00000001294	2.306822314	8.39E-10	0	0.039036
GOBP	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	272	ENSRNOG00000014256/ENSRNOG00000052025/ENSRNOG00000004249/ENSRNOG00000011507/ENSRNOG00000008614/ENSRNOG00000019560/ENSRNOG00000000302/ENSRNOG00000016782/ENSRNOG00000020021/ENSRNOG00000009131/ENSRNOG00000009446/ENSRNOG00000033697/ENSRNOG00000015852/ENSRNOG00000013014/ENSRNOG00000010747/ENSRNOG00000047035/ENSRNOG00000025164/ENSRNOG00000064933/ENSRNOG00000011683/ENSRNOG00000046949/ENSRNOG00000009850/ENSRNOG00000029528/ENSRNOG00000046252/ENSRNOG00000013669/ENSRNOG00000019713/ENSRNOG00000004972/ENSRNOG00000008444/ENSRNOG00000020480/ENSRNOG00000014117/ENSRNOG00000017854/ENSRNOG00000013634/ENSRNOG00000038784/ENSRNOG00000049281/ENSRNOG00000002440/ENSRNOG00000011857/ENSRNOG00000000853/ENSRNOG00000004649/ENSRNOG00000010522/ENSRNOG00000002911/ENSRNOG00000013166/ENSRNOG00000017417/ENSRNOG00000053362/ENSRNOG00000019264/ENSRNOG00000000655/ENSRNOG00000009040/ENSRNOG00000025443/ENSRNOG00000056786/ENSRNOG00000017673/ENSRNOG00000000917/ENSRNOG00000017426/ENSRNOG00000014333/ENSRNOG00000003745/ENSRNOG00000025239/ENSRNOG00000018693/ENSRNOG00000007486/ENSRNOG00000003807/ENSRNOG00000009615/ENSRNOG00000001738/ENSRNOG00000005479/ENSRNOG00000019400/ENSRNOG00000013717/ENSRNOG00000007924/ENSRNOG00000013240/ENSRNOG00000001189/ENSRNOG00000017801/ENSRNOG00000012660/ENSRNOG00000031312/ENSRNOG00000007284/ENSRNOG00000060237/ENSRNOG00000018233/ENSRNOG00000020716/ENSRNOG00000007331/ENSRNOG00000006280/ENSRNOG00000005614/ENSRNOG00000004414/ENSRNOG00000016827/ENSRNOG00000049560/ENSRNOG00000014008/ENSRNOG00000000529/ENSRNOG00000003486/ENSRNOG00000010643/ENSRNOG00000007290/ENSRNOG00000045992/ENSRNOG00000000299/ENSRNOG00000027489/ENSRNOG00000009565/ENSRNOG00000017783/ENSRNOG00000011648/ENSRNOG00000014385	-1.521646783	0.009204562	0	0.039465
HPO	HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	250	ENSRNOG00000011440/ENSRNOG00000003554/ENSRNOG00000054900/ENSRNOG00000018905/ENSRNOG00000059401/ENSRNOG00000056996/ENSRNOG00000021109/ENSRNOG00000006114/ENSRNOG00000052688/ENSRNOG00000021602/ENSRNOG00000002073/ENSRNOG00000058275/ENSRNOG00000001213/ENSRNOG00000048363/ENSRNOG00000043410/ENSRNOG00000012682/ENSRNOG00000008595/ENSRNOG00000013774/ENSRNOG00000033099/ENSRNOG00000004171/ENSRNOG00000013734/ENSRNOG00000030213/ENSRNOG00000026217/ENSRNOG00000049596/ENSRNOG00000017473/ENSRNOG00000008678/ENSRNOG00000006689/ENSRNOG00000017178/ENSRNOG00000016913/ENSRNOG00000015590/ENSRNOG00000020701/ENSRNOG00000018762/ENSRNOG00000014845/ENSRNOG00000002976/ENSRNOG00000003013/ENSRNOG00000038600/ENSRNOG00000057945/ENSRNOG00000057862/ENSRNOG00000002146/ENSRNOG00000007249/ENSRNOG00000024523/ENSRNOG00000001407/ENSRNOG00000049696/ENSRNOG00000011305/ENSRNOG00000027658/ENSRNOG00000058916/ENSRNOG00000024905/ENSRNOG00000005038/ENSRNOG00000005451/ENSRNOG00000001453/ENSRNOG00000037835/ENSRNOG00000003346/ENSRNOG00000004109/ENSRNOG00000024557/ENSRNOG00000027249/ENSRNOG00000026964/ENSRNOG00000015052/ENSRNOG00000003875/ENSRNOG00000016364/ENSRNOG00000002598/ENSRNOG00000032472/ENSRNOG00000005883/ENSRNOG00000014096/ENSRNOG00000004574/ENSRNOG00000001451/ENSRNOG00000010078/ENSRNOG00000042389/ENSRNOG00000006735/ENSRNOG00000001803/ENSRNOG00000010877/ENSRNOG00000019474/ENSRNOG00000021029/ENSRNOG00000025672/ENSRNOG00000022343/ENSRNOG00000024445/ENSRNOG00000006857/ENSRNOG00000057464/ENSRNOG00000015825/ENSRNOG00000023698/ENSRNOG00000009968/ENSRNOG00000010676/ENSRNOG00000003759/ENSRNOG00000010311/ENSRNOG00000026023/ENSRNOG00000006661/ENSRNOG00000013322/ENSRNOG00000030017/ENSRNOG00000014711/ENSRNOG00000061690	1.522004869	0.033864512	0	0.039818
GOBP	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	367	ENSRNOG00000018170/ENSRNOG00000047307/ENSRNOG00000022256/ENSRNOG00000033697/ENSRNOG00000015654/ENSRNOG00000016010/ENSRNOG00000058422/ENSRNOG00000028504/ENSRNOG00000011205/ENSRNOG00000015773/ENSRNOG00000018706/ENSRNOG00000047035/ENSRNOG00000054764/ENSRNOG00000028198/ENSRNOG00000005854/ENSRNOG00000047367/ENSRNOG00000009175/ENSRNOG00000028015/ENSRNOG00000002032/ENSRNOG00000014048/ENSRNOG00000013170/ENSRNOG00000002568/ENSRNOG00000008759/ENSRNOG00000028548/ENSRNOG00000005191/ENSRNOG00000006238/ENSRNOG00000007990/ENSRNOG00000014504/ENSRNOG00000019075/ENSRNOG00000007270/ENSRNOG00000006967/ENSRNOG00000014378/ENSRNOG00000007664/ENSRNOG00000008565/ENSRNOG00000008444/ENSRNOG00000009207/ENSRNOG00000003328/ENSRNOG00000005933/ENSRNOG00000054218/ENSRNOG00000034025/ENSRNOG00000013634/ENSRNOG00000028629/ENSRNOG00000054954/ENSRNOG00000063590/ENSRNOG00000002388/ENSRNOG00000019333/ENSRNOG00000049828/ENSRNOG00000027808/ENSRNOG00000034290/ENSRNOG00000003305/ENSRNOG00000049517/ENSRNOG00000000704/ENSRNOG00000004649/ENSRNOG00000000847/ENSRNOG00000014835/ENSRNOG00000028594/ENSRNOG00000000655/ENSRNOG00000021166/ENSRNOG00000042137/ENSRNOG00000058856/ENSRNOG00000006311/ENSRNOG00000005871/ENSRNOG00000015027/ENSRNOG00000051015/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000016478/ENSRNOG00000062887/ENSRNOG00000010303/ENSRNOG00000023334/ENSRNOG00000019861/ENSRNOG00000017933/ENSRNOG00000021117/ENSRNOG00000002227/ENSRNOG00000024390/ENSRNOG00000015068/ENSRNOG00000021218/ENSRNOG00000000437/ENSRNOG00000009204/ENSRNOG00000010906/ENSRNOG00000023664/ENSRNOG00000013963/ENSRNOG00000022540/ENSRNOG00000036689/ENSRNOG00000022298/ENSRNOG00000031312/ENSRNOG00000009495/ENSRNOG00000006319/ENSRNOG00000018233/ENSRNOG00000016326/ENSRNOG00000020716/ENSRNOG00000031162/ENSRNOG00000011800/ENSRNOG00000063618/ENSRNOG00000015668/ENSRNOG00000012074/ENSRNOG00000007412/ENSRNOG00000018958/ENSRNOG00000032973/ENSRNOG00000016308/ENSRNOG00000015078/ENSRNOG00000027839/ENSRNOG00000007437/ENSRNOG00000014936/ENSRNOG00000013578/ENSRNOG00000069579/ENSRNOG00000047647/ENSRNOG00000019472/ENSRNOG00000017147/ENSRNOG00000004143/ENSRNOG00000000187/ENSRNOG00000011054/ENSRNOG00000010278/ENSRNOG00000046683/ENSRNOG00000070919/ENSRNOG00000000299/ENSRNOG00000012017/ENSRNOG00000010626/ENSRNOG00000018414/ENSRNOG00000014464/ENSRNOG00000018735/ENSRNOG00000015588/ENSRNOG00000006736/ENSRNOG00000019675/ENSRNOG00000007390	-1.847215844	8.30E-07	0	0.039987
GOCC	GOCC_KINESIN_COMPLEX	GOCC_KINESIN_COMPLEX	45	ENSRNOG00000011453/ENSRNOG00000013089/ENSRNOG00000037211/ENSRNOG00000021713/ENSRNOG00000020891/ENSRNOG00000019779/ENSRNOG00000024428/ENSRNOG00000001455/ENSRNOG00000018929/ENSRNOG00000013661/ENSRNOG00000017466/ENSRNOG00000026857/ENSRNOG00000018168/ENSRNOG00000005037	1.710981676	0.03830959	0	0.041172
GOBP	GOBP_REGULATION_OF_HEMOPOIESIS	GOBP_REGULATION_OF_HEMOPOIESIS	292	ENSRNOG00000058422/ENSRNOG00000000569/ENSRNOG00000028504/ENSRNOG00000011205/ENSRNOG00000018706/ENSRNOG00000047035/ENSRNOG00000018364/ENSRNOG00000017828/ENSRNOG00000002969/ENSRNOG00000052407/ENSRNOG00000011683/ENSRNOG00000010645/ENSRNOG00000028015/ENSRNOG00000054217/ENSRNOG00000002568/ENSRNOG00000008759/ENSRNOG00000011096/ENSRNOG00000015480/ENSRNOG00000019075/ENSRNOG00000009982/ENSRNOG00000007443/ENSRNOG00000011140/ENSRNOG00000033134/ENSRNOG00000054954/ENSRNOG00000007002/ENSRNOG00000013265/ENSRNOG00000016037/ENSRNOG00000003170/ENSRNOG00000021145/ENSRNOG00000028353/ENSRNOG00000010522/ENSRNOG00000059984/ENSRNOG00000000655/ENSRNOG00000042318/ENSRNOG00000025297/ENSRNOG00000003520/ENSRNOG00000014125/ENSRNOG00000008736/ENSRNOG00000004100/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000054172/ENSRNOG00000009615/ENSRNOG00000009605/ENSRNOG00000014426/ENSRNOG00000038877/ENSRNOG00000069265/ENSRNOG00000021218/ENSRNOG00000058388/ENSRNOG00000009884/ENSRNOG00000018233/ENSRNOG00000016219/ENSRNOG00000020716/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000015668/ENSRNOG00000025121/ENSRNOG00000009354/ENSRNOG00000057347/ENSRNOG00000008465/ENSRNOG00000027839/ENSRNOG00000017560/ENSRNOG00000029980/ENSRNOG00000007261/ENSRNOG00000013578/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000022975/ENSRNOG00000015822/ENSRNOG00000010283/ENSRNOG00000004498/ENSRNOG00000017020/ENSRNOG00000023708/ENSRNOG00000000299/ENSRNOG00000036829/ENSRNOG00000026762/ENSRNOG00000017783/ENSRNOG00000018735/ENSRNOG00000012804/ENSRNOG00000031163/ENSRNOG00000012881/ENSRNOG00000050500/ENSRNOG00000012817/ENSRNOG00000007390	-1.613437561	0.003262256	0	0.041705
