category	ID	term	count	gene	logFC	adj_pval	zscore	magma_score
GOBP	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	179	ENSRNOG00000068444/ENSRNOG00000033942/ENSRNOG00000018445/ENSRNOG00000018509/ENSRNOG00000029450/ENSRNOG00000021581/ENSRNOG00000001295/ENSRNOG00000050206/ENSRNOG00000052051/ENSRNOG00000007420/ENSRNOG00000004049/ENSRNOG00000017108/ENSRNOG00000005355/ENSRNOG00000007033/ENSRNOG00000056612/ENSRNOG00000017333/ENSRNOG00000033261/ENSRNOG00000059683/ENSRNOG00000014230/ENSRNOG00000001849/ENSRNOG00000020731/ENSRNOG00000011507/ENSRNOG00000013213/ENSRNOG00000020845/ENSRNOG00000001436/ENSRNOG00000008766/ENSRNOG00000049407/ENSRNOG00000021259/ENSRNOG00000018839/ENSRNOG00000049766/ENSRNOG00000001492/ENSRNOG00000003864/ENSRNOG00000058422/ENSRNOG00000018364/ENSRNOG00000046949/ENSRNOG00000008810/ENSRNOG00000059720/ENSRNOG00000003442/ENSRNOG00000016611/ENSRNOG00000015480/ENSRNOG00000020009/ENSRNOG00000033134/ENSRNOG00000015616/ENSRNOG00000054954/ENSRNOG00000016977/ENSRNOG00000059479/ENSRNOG00000021441/ENSRNOG00000003147/ENSRNOG00000017673/ENSRNOG00000030927/ENSRNOG00000043465/ENSRNOG00000018784/ENSRNOG00000052296/ENSRNOG00000000105/ENSRNOG00000056151/ENSRNOG00000001302/ENSRNOG00000002227/ENSRNOG00000020339/ENSRNOG00000011751/ENSRNOG00000006093/ENSRNOG00000017801/ENSRNOG00000060229/ENSRNOG00000052795/ENSRNOG00000018712/ENSRNOG00000000483/ENSRNOG00000001416/ENSRNOG00000016326/ENSRNOG00000052080/ENSRNOG00000005700/ENSRNOG00000018454/ENSRNOG00000018526/ENSRNOG00000007456/ENSRNOG00000027839/ENSRNOG00000011171/ENSRNOG00000005284/ENSRNOG00000011826/ENSRNOG00000020482/ENSRNOG00000007147/ENSRNOG00000010688	-1.516403541	0.028738908	0	0.010823
GOBP	GOBP_T_CELL_ACTIVATION	GOBP_T_CELL_ACTIVATION	409	ENSRNOG00000018364/ENSRNOG00000017828/ENSRNOG00000002969/ENSRNOG00000036711/ENSRNOG00000010645/ENSRNOG00000054217/ENSRNOG00000002568/ENSRNOG00000006860/ENSRNOG00000000097/ENSRNOG00000015480/ENSRNOG00000014605/ENSRNOG00000019075/ENSRNOG00000019614/ENSRNOG00000057058/ENSRNOG00000009468/ENSRNOG00000009982/ENSRNOG00000007664/ENSRNOG00000004763/ENSRNOG00000006604/ENSRNOG00000025151/ENSRNOG00000005917/ENSRNOG00000020380/ENSRNOG00000020872/ENSRNOG00000028629/ENSRNOG00000054954/ENSRNOG00000013265/ENSRNOG00000014287/ENSRNOG00000016037/ENSRNOG00000003170/ENSRNOG00000049281/ENSRNOG00000026702/ENSRNOG00000001250/ENSRNOG00000028353/ENSRNOG00000034290/ENSRNOG00000019374/ENSRNOG00000000853/ENSRNOG00000017418/ENSRNOG00000004649/ENSRNOG00000018709/ENSRNOG00000013166/ENSRNOG00000025069/ENSRNOG00000000655/ENSRNOG00000015945/ENSRNOG00000003520/ENSRNOG00000033235/ENSRNOG00000058478/ENSRNOG00000062573/ENSRNOG00000066773/ENSRNOG00000053449/ENSRNOG00000006311/ENSRNOG00000014333/ENSRNOG00000017699/ENSRNOG00000016378/ENSRNOG00000036798/ENSRNOG00000052499/ENSRNOG00000015027/ENSRNOG00000051015/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000013340/ENSRNOG00000015079/ENSRNOG00000020884/ENSRNOG00000054172/ENSRNOG00000020679/ENSRNOG00000009615/ENSRNOG00000021082/ENSRNOG00000001302/ENSRNOG00000014011/ENSRNOG00000002227/ENSRNOG00000029662/ENSRNOG00000038877/ENSRNOG00000015894/ENSRNOG00000013240/ENSRNOG00000018566/ENSRNOG00000010906/ENSRNOG00000009884/ENSRNOG00000023664/ENSRNOG00000019430/ENSRNOG00000006952/ENSRNOG00000013963/ENSRNOG00000022540/ENSRNOG00000005352/ENSRNOG00000046196/ENSRNOG00000014956/ENSRNOG00000009495/ENSRNOG00000016219/ENSRNOG00000024931/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000015668/ENSRNOG00000017980/ENSRNOG00000023109/ENSRNOG00000009354/ENSRNOG00000061739/ENSRNOG00000057347/ENSRNOG00000021546/ENSRNOG00000031443/ENSRNOG00000017560/ENSRNOG00000016069/ENSRNOG00000008620/ENSRNOG00000029980/ENSRNOG00000007261/ENSRNOG00000017749/ENSRNOG00000016451/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000016119/ENSRNOG00000021100/ENSRNOG00000010283/ENSRNOG00000011054/ENSRNOG00000010278/ENSRNOG00000000299/ENSRNOG00000036829/ENSRNOG00000026762/ENSRNOG00000069521/ENSRNOG00000032708/ENSRNOG00000014464/ENSRNOG00000008045/ENSRNOG00000049491/ENSRNOG00000008822/ENSRNOG00000018735/ENSRNOG00000031163/ENSRNOG00000015310/ENSRNOG00000012881/ENSRNOG00000007350/ENSRNOG00000016957/ENSRNOG00000054251/ENSRNOG00000019675	-1.824130977	1.62E-06	0	0.011477
GOCC	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	69	ENSRNOG00000008098/ENSRNOG00000008157/ENSRNOG00000000048/ENSRNOG00000003864/ENSRNOG00000059720/ENSRNOG00000034254/ENSRNOG00000019207/ENSRNOG00000013694/ENSRNOG00000015480/ENSRNOG00000014928/ENSRNOG00000017002/ENSRNOG00000017223/ENSRNOG00000036701/ENSRNOG00000059479/ENSRNOG00000000394/ENSRNOG00000058975/ENSRNOG00000007346/ENSRNOG00000054172/ENSRNOG00000048782/ENSRNOG00000030714/ENSRNOG00000056837/ENSRNOG00000018385/ENSRNOG00000000774/ENSRNOG00000028733/ENSRNOG00000007104/ENSRNOG00000004749	-1.677401933	0.028180681	0	0.011602
GOCC	GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM	117	ENSRNOG00000054475/ENSRNOG00000006899/ENSRNOG00000051510/ENSRNOG00000011829/ENSRNOG00000011440/ENSRNOG00000001758/ENSRNOG00000024468/ENSRNOG00000003955/ENSRNOG00000060984/ENSRNOG00000018905/ENSRNOG00000059401/ENSRNOG00000021109/ENSRNOG00000057867/ENSRNOG00000052688/ENSRNOG00000006999/ENSRNOG00000004520/ENSRNOG00000027630/ENSRNOG00000015101/ENSRNOG00000047194/ENSRNOG00000048363/ENSRNOG00000054331/ENSRNOG00000027374/ENSRNOG00000008492/ENSRNOG00000004171/ENSRNOG00000011028/ENSRNOG00000013734/ENSRNOG00000025787/ENSRNOG00000051291/ENSRNOG00000017473/ENSRNOG00000009061/ENSRNOG00000003388/ENSRNOG00000017178/ENSRNOG00000015590/ENSRNOG00000024494/ENSRNOG00000015816/ENSRNOG00000002976/ENSRNOG00000008807/ENSRNOG00000026296/ENSRNOG00000007127/ENSRNOG00000024523/ENSRNOG00000049696/ENSRNOG00000009032/ENSRNOG00000058916/ENSRNOG00000047505/ENSRNOG00000024905/ENSRNOG00000009336/ENSRNOG00000009580/ENSRNOG00000005451/ENSRNOG00000024957/ENSRNOG00000016545/ENSRNOG00000019039/ENSRNOG00000006545	2.741702416	2.75E-14	0	0.011805
GOBP	GOBP_MEMORY	GOBP_MEMORY	118	ENSRNOG00000033942/ENSRNOG00000018580/ENSRNOG00000018509/ENSRNOG00000001979/ENSRNOG00000008223/ENSRNOG00000001295/ENSRNOG00000007420/ENSRNOG00000020478/ENSRNOG00000030630/ENSRNOG00000017333/ENSRNOG00000014230/ENSRNOG00000016571/ENSRNOG00000020279/ENSRNOG00000014218/ENSRNOG00000021259/ENSRNOG00000001492/ENSRNOG00000067661/ENSRNOG00000018364/ENSRNOG00000002653/ENSRNOG00000019207/ENSRNOG00000064852/ENSRNOG00000003172/ENSRNOG00000015480/ENSRNOG00000020531/ENSRNOG00000012786/ENSRNOG00000020009/ENSRNOG00000015616/ENSRNOG00000004642/ENSRNOG00000056118/ENSRNOG00000059479/ENSRNOG00000005561/ENSRNOG00000021441/ENSRNOG00000043465/ENSRNOG00000018784/ENSRNOG00000052296/ENSRNOG00000052795/ENSRNOG00000018454/ENSRNOG00000057347/ENSRNOG00000007456/ENSRNOG00000007925/ENSRNOG00000017560/ENSRNOG00000013578/ENSRNOG00000020482/ENSRNOG00000017226/ENSRNOG00000038766/ENSRNOG00000057451/ENSRNOG00000001259/ENSRNOG00000019609/ENSRNOG00000011815/ENSRNOG00000006527	-1.516504766	0.028249894	0	0.012366
GOCC	GOCC_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX	GOCC_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX	10	ENSRNOG00000001488/ENSRNOG00000013386/ENSRNOG00000000459/ENSRNOG00000019551/ENSRNOG00000020979/ENSRNOG00000000456	-1.839424719	0.02185475	0	0.01427
GOBP	GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	68	ENSRNOG00000054475/ENSRNOG00000011440/ENSRNOG00000054900/ENSRNOG00000060984/ENSRNOG00000018905/ENSRNOG00000059401/ENSRNOG00000056996/ENSRNOG00000021109/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000052688/ENSRNOG00000006999/ENSRNOG00000021602/ENSRNOG00000058275/ENSRNOG00000048363/ENSRNOG00000008595/ENSRNOG00000027374/ENSRNOG00000059348/ENSRNOG00000013734/ENSRNOG00000025787/ENSRNOG00000026217/ENSRNOG00000049596/ENSRNOG00000017473/ENSRNOG00000059715/ENSRNOG00000009061/ENSRNOG00000017178/ENSRNOG00000015590/ENSRNOG00000002976/ENSRNOG00000008807/ENSRNOG00000038600/ENSRNOG00000057862/ENSRNOG00000024523/ENSRNOG00000049696/ENSRNOG00000009032/ENSRNOG00000058916/ENSRNOG00000008775/ENSRNOG00000024905/ENSRNOG00000039315	2.796418875	7.14E-12	0	0.015048
GOBP	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	227	ENSRNOG00000031092/ENSRNOG00000018815/ENSRNOG00000016612/ENSRNOG00000016187/ENSRNOG00000027542/ENSRNOG00000011440/ENSRNOG00000001758/ENSRNOG00000006340/ENSRNOG00000024468/ENSRNOG00000024125/ENSRNOG00000018905/ENSRNOG00000059401/ENSRNOG00000006114/ENSRNOG00000005540/ENSRNOG00000008492/ENSRNOG00000010260/ENSRNOG00000012964/ENSRNOG00000010999/ENSRNOG00000017035/ENSRNOG00000002271/ENSRNOG00000024798/ENSRNOG00000027136/ENSRNOG00000026171/ENSRNOG00000009061/ENSRNOG00000020891/ENSRNOG00000050647/ENSRNOG00000011871/ENSRNOG00000015590/ENSRNOG00000001609/ENSRNOG00000020701/ENSRNOG00000007286/ENSRNOG00000026985/ENSRNOG00000012799/ENSRNOG00000022597/ENSRNOG00000022845/ENSRNOG00000036911/ENSRNOG00000007249/ENSRNOG00000009935/ENSRNOG00000049696/ENSRNOG00000012137/ENSRNOG00000005788/ENSRNOG00000058916/ENSRNOG00000012141/ENSRNOG00000047505/ENSRNOG00000024905/ENSRNOG00000009336/ENSRNOG00000015211/ENSRNOG00000004667/ENSRNOG00000005451/ENSRNOG00000024336/ENSRNOG00000050658/ENSRNOG00000026643/ENSRNOG00000000417/ENSRNOG00000039024/ENSRNOG00000005868/ENSRNOG00000024650/ENSRNOG00000016364/ENSRNOG00000016047/ENSRNOG00000005037/ENSRNOG00000051592/ENSRNOG00000001247/ENSRNOG00000000809/ENSRNOG00000007894/ENSRNOG00000033790/ENSRNOG00000011654	1.894907765	3.60E-05	0	0.01517
GOBP	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	349	ENSRNOG00000004900/ENSRNOG00000008170/ENSRNOG00000001383/ENSRNOG00000053285/ENSRNOG00000012098/ENSRNOG00000007949/ENSRNOG00000018895/ENSRNOG00000016592/ENSRNOG00000032951/ENSRNOG00000014294/ENSRNOG00000003967/ENSRNOG00000006136/ENSRNOG00000056836/ENSRNOG00000028746/ENSRNOG00000006110/ENSRNOG00000021259/ENSRNOG00000022256/ENSRNOG00000019176/ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000011205/ENSRNOG00000061450/ENSRNOG00000013681/ENSRNOG00000026455/ENSRNOG00000064933/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000003442/ENSRNOG00000002215/ENSRNOG00000031834/ENSRNOG00000007744/ENSRNOG00000017927/ENSRNOG00000068093/ENSRNOG00000063505/ENSRNOG00000006604/ENSRNOG00000024349/ENSRNOG00000015603/ENSRNOG00000015075/ENSRNOG00000028629/ENSRNOG00000054954/ENSRNOG00000005046/ENSRNOG00000027808/ENSRNOG00000008480/ENSRNOG00000012329/ENSRNOG00000004060/ENSRNOG00000007477/ENSRNOG00000006375/ENSRNOG00000011589/ENSRNOG00000019147/ENSRNOG00000053449/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000014152/ENSRNOG00000063051/ENSRNOG00000054274/ENSRNOG00000062887/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000016770/ENSRNOG00000003245/ENSRNOG00000001302/ENSRNOG00000021102/ENSRNOG00000026548/ENSRNOG00000017078/ENSRNOG00000003232/ENSRNOG00000011550/ENSRNOG00000011912/ENSRNOG00000010906/ENSRNOG00000001189/ENSRNOG00000045665/ENSRNOG00000019430/ENSRNOG00000017801/ENSRNOG00000071002/ENSRNOG00000012609/ENSRNOG00000022298/ENSRNOG00000005108/ENSRNOG00000018712/ENSRNOG00000016326/ENSRNOG00000066111/ENSRNOG00000052080/ENSRNOG00000006979/ENSRNOG00000020425/ENSRNOG00000020719/ENSRNOG00000009872/ENSRNOG00000006280/ENSRNOG00000018018/ENSRNOG00000008176/ENSRNOG00000055579/ENSRNOG00000027839/ENSRNOG00000001336/ENSRNOG00000057569/ENSRNOG00000013578/ENSRNOG00000051986/ENSRNOG00000007650/ENSRNOG00000013257/ENSRNOG00000006324/ENSRNOG00000062101/ENSRNOG00000004210/ENSRNOG00000005465/ENSRNOG00000030019/ENSRNOG00000046683/ENSRNOG00000007290/ENSRNOG00000008050/ENSRNOG00000008822/ENSRNOG00000047545/ENSRNOG00000018808/ENSRNOG00000004749/ENSRNOG00000019719	-1.421006695	0.023219727	0	0.015294
GOBP	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	206	ENSRNOG00000050430/ENSRNOG00000014294/ENSRNOG00000024382/ENSRNOG00000046452/ENSRNOG00000020845/ENSRNOG00000006695/ENSRNOG00000010665/ENSRNOG00000021259/ENSRNOG00000009535/ENSRNOG00000059140/ENSRNOG00000009131/ENSRNOG00000009705/ENSRNOG00000058422/ENSRNOG00000052407/ENSRNOG00000010645/ENSRNOG00000006860/ENSRNOG00000000097/ENSRNOG00000016611/ENSRNOG00000000851/ENSRNOG00000019614/ENSRNOG00000057058/ENSRNOG00000034164/ENSRNOG00000033134/ENSRNOG00000015019/ENSRNOG00000006604/ENSRNOG00000034025/ENSRNOG00000005917/ENSRNOG00000015603/ENSRNOG00000054954/ENSRNOG00000014287/ENSRNOG00000019374/ENSRNOG00000017418/ENSRNOG00000000704/ENSRNOG00000001908/ENSRNOG00000000655/ENSRNOG00000046794/ENSRNOG00000010798/ENSRNOG00000032247/ENSRNOG00000017737/ENSRNOG00000017699/ENSRNOG00000036798/ENSRNOG00000054274/ENSRNOG00000010691/ENSRNOG00000027811/ENSRNOG00000017514/ENSRNOG00000003298/ENSRNOG00000002227/ENSRNOG00000038877/ENSRNOG00000001425/ENSRNOG00000009495/ENSRNOG00000023109/ENSRNOG00000010057/ENSRNOG00000061739/ENSRNOG00000008048/ENSRNOG00000016346/ENSRNOG00000012965/ENSRNOG00000051986/ENSRNOG00000060246/ENSRNOG00000033215/ENSRNOG00000003486/ENSRNOG00000022975/ENSRNOG00000010283/ENSRNOG00000017020/ENSRNOG00000011054/ENSRNOG00000003705/ENSRNOG00000046683/ENSRNOG00000036829/ENSRNOG00000032708/ENSRNOG00000031163/ENSRNOG00000021199/ENSRNOG00000054251	-1.502998511	0.024700773	0	0.015665
GOBP	GOBP_RESPONSE_TO_RETINOIC_ACID	GOBP_RESPONSE_TO_RETINOIC_ACID	91	ENSRNOG00000014751/ENSRNOG00000009446/ENSRNOG00000003517/ENSRNOG00000004537/ENSRNOG00000016695/ENSRNOG00000003172/ENSRNOG00000016299/ENSRNOG00000005933/ENSRNOG00000001892/ENSRNOG00000012999/ENSRNOG00000063590/ENSRNOG00000032919/ENSRNOG00000005561/ENSRNOG00000020602/ENSRNOG00000014372/ENSRNOG00000012987/ENSRNOG00000017699/ENSRNOG00000008168/ENSRNOG00000003807/ENSRNOG00000018461/ENSRNOG00000022448/ENSRNOG00000013717/ENSRNOG00000014997/ENSRNOG00000053370/ENSRNOG00000005592/ENSRNOG00000027839/ENSRNOG00000020173/ENSRNOG00000016119/ENSRNOG00000004210/ENSRNOG00000003066/ENSRNOG00000055049/ENSRNOG00000011648/ENSRNOG00000014064/ENSRNOG00000008855/ENSRNOG00000003845/ENSRNOG00000016957/ENSRNOG00000007637	-2.158515336	2.07E-05	0	0.01591
GOBP	GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	160	ENSRNOG00000046452/ENSRNOG00000017869/ENSRNOG00000025094/ENSRNOG00000013562/ENSRNOG00000009131/ENSRNOG00000010474/ENSRNOG00000000692/ENSRNOG00000027145/ENSRNOG00000058422/ENSRNOG00000028504/ENSRNOG00000036711/ENSRNOG00000010645/ENSRNOG00000018582/ENSRNOG00000015480/ENSRNOG00000014605/ENSRNOG00000054954/ENSRNOG00000003170/ENSRNOG00000001250/ENSRNOG00000010522/ENSRNOG00000059984/ENSRNOG00000025069/ENSRNOG00000000655/ENSRNOG00000042318/ENSRNOG00000033235/ENSRNOG00000053449/ENSRNOG00000052499/ENSRNOG00000015027/ENSRNOG00000019742/ENSRNOG00000020679/ENSRNOG00000009615/ENSRNOG00000013240/ENSRNOG00000009884/ENSRNOG00000019430/ENSRNOG00000026989/ENSRNOG00000011500/ENSRNOG00000014956/ENSRNOG00000014171/ENSRNOG00000017469/ENSRNOG00000015668/ENSRNOG00000017980/ENSRNOG00000008133/ENSRNOG00000031443/ENSRNOG00000027839/ENSRNOG00000017560/ENSRNOG00000017749/ENSRNOG00000051986/ENSRNOG00000033215/ENSRNOG00000010283/ENSRNOG00000010278/ENSRNOG00000036829/ENSRNOG00000049491/ENSRNOG00000018735/ENSRNOG00000031163/ENSRNOG00000012881/ENSRNOG00000010266	-1.509289731	0.027493516	0	0.017709
GOBP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	26	ENSRNOG00000019708/ENSRNOG00000066773/ENSRNOG00000006963/ENSRNOG00000018566/ENSRNOG00000045829/ENSRNOG00000020206/ENSRNOG00000013578/ENSRNOG00000021157/ENSRNOG00000033215/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000018735/ENSRNOG00000019675	-2.238007896	0.001153899	0	0.018117
KEGG	KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM	20	ENSRNOG00000024629/ENSRNOG00000038258/ENSRNOG00000064647/ENSRNOG00000037815/ENSRNOG00000014522/ENSRNOG00000000007/ENSRNOG00000018200/ENSRNOG00000011497/ENSRNOG00000002342/ENSRNOG00000004027/ENSRNOG00000014645/ENSRNOG00000002636/ENSRNOG00000009845/ENSRNOG00000027739	-1.797060012	0.04528327	0	0.019655
GOBP	GOBP_CHROMATIN_ORGANIZATION	GOBP_CHROMATIN_ORGANIZATION	490	ENSRNOG00000006048/ENSRNOG00000001598/ENSRNOG00000042460/ENSRNOG00000016891/ENSRNOG00000013111/ENSRNOG00000026299/ENSRNOG00000019140/ENSRNOG00000002073/ENSRNOG00000006921/ENSRNOG00000003122/ENSRNOG00000018874/ENSRNOG00000056984/ENSRNOG00000009034/ENSRNOG00000014750/ENSRNOG00000032183/ENSRNOG00000019358/ENSRNOG00000031032/ENSRNOG00000000277/ENSRNOG00000002708/ENSRNOG00000009116/ENSRNOG00000016454/ENSRNOG00000049302/ENSRNOG00000014450/ENSRNOG00000021614/ENSRNOG00000004831/ENSRNOG00000021392/ENSRNOG00000017508/ENSRNOG00000015133/ENSRNOG00000062922/ENSRNOG00000023579/ENSRNOG00000011871/ENSRNOG00000006689/ENSRNOG00000012153/ENSRNOG00000048411/ENSRNOG00000020701/ENSRNOG00000021143/ENSRNOG00000021680/ENSRNOG00000007472/ENSRNOG00000006391/ENSRNOG00000006063/ENSRNOG00000012716/ENSRNOG00000012799/ENSRNOG00000002054/ENSRNOG00000000648/ENSRNOG00000026649/ENSRNOG00000016585/ENSRNOG00000007875/ENSRNOG00000015813/ENSRNOG00000004538/ENSRNOG00000016029/ENSRNOG00000022372/ENSRNOG00000011566/ENSRNOG00000026280/ENSRNOG00000009266/ENSRNOG00000018987/ENSRNOG00000001996/ENSRNOG00000060340/ENSRNOG00000005564/ENSRNOG00000019145/ENSRNOG00000003086/ENSRNOG00000061080/ENSRNOG00000060355/ENSRNOG00000050200/ENSRNOG00000047296/ENSRNOG00000010777/ENSRNOG00000016835/ENSRNOG00000061152/ENSRNOG00000018532/ENSRNOG00000004685/ENSRNOG00000047692/ENSRNOG00000003359/ENSRNOG00000049783/ENSRNOG00000011853/ENSRNOG00000009309/ENSRNOG00000001453/ENSRNOG00000057458/ENSRNOG00000049988/ENSRNOG00000065659/ENSRNOG00000017940/ENSRNOG00000007175/ENSRNOG00000046505/ENSRNOG00000022911/ENSRNOG00000017784/ENSRNOG00000025273/ENSRNOG00000034240/ENSRNOG00000000075/ENSRNOG00000006087/ENSRNOG00000025051/ENSRNOG00000016645/ENSRNOG00000019671/ENSRNOG00000013841/ENSRNOG00000045918/ENSRNOG00000021712/ENSRNOG00000047611/ENSRNOG00000050543/ENSRNOG00000022778/ENSRNOG00000020102/ENSRNOG00000007044/ENSRNOG00000006285/ENSRNOG00000024194/ENSRNOG00000014670/ENSRNOG00000024114/ENSRNOG00000014319/ENSRNOG00000051592/ENSRNOG00000011553/ENSRNOG00000003545/ENSRNOG00000016627/ENSRNOG00000032048/ENSRNOG00000016790/ENSRNOG00000007242/ENSRNOG00000023107/ENSRNOG00000033790/ENSRNOG00000032101/ENSRNOG00000000604/ENSRNOG00000056098/ENSRNOG00000000250/ENSRNOG00000013866/ENSRNOG00000003329/ENSRNOG00000015560/ENSRNOG00000015585/ENSRNOG00000018149/ENSRNOG00000014096/ENSRNOG00000023679/ENSRNOG00000006644/ENSRNOG00000006770/ENSRNOG00000008689/ENSRNOG00000066304/ENSRNOG00000020372/ENSRNOG00000014434/ENSRNOG00000040136/ENSRNOG00000052721/ENSRNOG00000017195/ENSRNOG00000008929/ENSRNOG00000016316/ENSRNOG00000008278/ENSRNOG00000012199/ENSRNOG00000021493/ENSRNOG00000069905/ENSRNOG00000010188/ENSRNOG00000016391/ENSRNOG00000053510/ENSRNOG00000059968/ENSRNOG00000010719/ENSRNOG00000003890/ENSRNOG00000002757/ENSRNOG00000036841/ENSRNOG00000000082/ENSRNOG00000038140/ENSRNOG00000008870/ENSRNOG00000019956/ENSRNOG00000010676/ENSRNOG00000017674/ENSRNOG00000052445/ENSRNOG00000001924/ENSRNOG00000028137/ENSRNOG00000017083/ENSRNOG00000000062/ENSRNOG00000012046/ENSRNOG00000010396/ENSRNOG00000025638/ENSRNOG00000004004/ENSRNOG00000004131/ENSRNOG00000011523/ENSRNOG00000011697/ENSRNOG00000007574/ENSRNOG00000003762/ENSRNOG00000012850/ENSRNOG00000026239/ENSRNOG00000007681/ENSRNOG00000015553/ENSRNOG00000051528/ENSRNOG00000010591/ENSRNOG00000025702/ENSRNOG00000019326/ENSRNOG00000018698/ENSRNOG00000014483/ENSRNOG00000036913/ENSRNOG00000005076/ENSRNOG00000010756/ENSRNOG00000012942	1.674965673	8.16E-05	0	0.020389
GOCC	GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	141	ENSRNOG00000046028/ENSRNOG00000012701/ENSRNOG00000001758/ENSRNOG00000009781/ENSRNOG00000060984/ENSRNOG00000021109/ENSRNOG00000052688/ENSRNOG00000006999/ENSRNOG00000004520/ENSRNOG00000011453/ENSRNOG00000027630/ENSRNOG00000059865/ENSRNOG00000048363/ENSRNOG00000001786/ENSRNOG00000013089/ENSRNOG00000037211/ENSRNOG00000004171/ENSRNOG00000013734/ENSRNOG00000051291/ENSRNOG00000021713/ENSRNOG00000020891/ENSRNOG00000043143/ENSRNOG00000019779/ENSRNOG00000008807/ENSRNOG00000024428/ENSRNOG00000052038/ENSRNOG00000014462/ENSRNOG00000001455/ENSRNOG00000024523/ENSRNOG00000018929/ENSRNOG00000013661/ENSRNOG00000058916/ENSRNOG00000024905/ENSRNOG00000005451/ENSRNOG00000024957/ENSRNOG00000018350/ENSRNOG00000017466/ENSRNOG00000017951/ENSRNOG00000031431/ENSRNOG00000017067/ENSRNOG00000011222/ENSRNOG00000026857/ENSRNOG00000018168	1.879234485	0.00017339	0	0.021385
